λ,gini,gini_lowCI,gini_highCI,number_components,number_components_lowCI,number_components_highCI,size_largest_component,size_largest_component_lowCI,size_largest_component_highCI,time_to_stage2,time_to_stage2_lowCI,time_to_stage2_highCI,time_to_stage3,time_to_stage3_lowCI,time_to_stage3_highCI,average_proto_size_pre,average_proto_size_pre_lowCI,average_proto_size_pre_highCI,average_proto_size_post,average_proto_size_post_lowCI,average_proto_size_post_highCI,num_agents_in_proto,num_agents_in_proto_lowCI,num_agents_in_proto_highCI,num_living_agents_pre,num_living_agents_pre_lowCI,num_living_agents_pre_highCI,num_living_agents_post,num_living_agents_post_lowCI,num_living_agents_post_highCI,num_protos_pre,num_protos_pre_lowCI,num_protos_pre_highCI,num_protos_post,num_protos_post_lowCI,num_protos_post_highCI,avg_lifespan_isos,avg_lifespan_isos_lowCI,avg_lifespan_isos_highCI,avg_lifespan_nonisos,avg_lifespan_nonisos_lowCI,avg_lifespan_nonisos_highCI
2.5500000000000007,0.04638692556366904,0.044937636014937554,0.04770703889233817,45.8,43.199999999999996,48.199999999999996,448.8,445.14750000000004,452.35125000000005,1.0,1.0,1.0,8.6,8.399999999999999,8.799999999999999,3.633940422421314,3.5645594130927227,3.7211679480089814,4.0614407538531,3.9341480287542154,4.181058146351699,459.95,457.79875,461.84999999999997,500.0,500.0,500.0,423.05,406.64375000000007,438.8575,126.9,123.80000000000001,129.75,95.75,90.7,101.05125,26.4285553384051,26.16973544989588,26.713201058006835,26.45316373516572,26.222026618598353,26.695083392092815
2.795000000000001,0.04499685526364751,0.043842982185058756,0.046327433027129765,35.25,33.15,37.301249999999996,462.45,459.84874999999994,465.00124999999997,1.0,1.0,1.0,8.5,8.3,8.7,3.8247601091520465,3.7381631988170745,3.914441068444441,4.307077490964791,4.178692061160233,4.426343026474397,468.5,466.5,470.35,500.0,500.0,500.0,418.45,401.79999999999995,435.70125,122.8,120.44999999999999,125.44999999999999,91.15,85.84875000000001,97.055,26.337180671140345,26.069335273233406,26.60690969986206,26.347463841020478,26.10030204201052,26.623841499066778
3.040000000000001,0.04367139562794341,0.042650853601966084,0.04480976238304363,27.15,24.949999999999996,29.449999999999996,471.55,468.84875,474.40125000000006,1.0,1.0,1.0,8.6,8.399999999999999,8.799999999999999,3.878717923245253,3.784152783201176,3.971893440679838,4.294079899717271,4.146841962145373,4.422761909548535,475.75,474.0,477.4,500.0,500.0,500.0,424.65,405.8925,443.90374999999995,123.05,120.04875,126.0,94.65,88.15,101.15,26.421222909991297,26.156322607762927,26.712879938846815,26.46240458844224,26.220807477301065,26.71367999008579
3.285000000000001,0.04470541056086899,0.04292773194990186,0.046462020940631635,22.0,19.95,24.151249999999997,477.05,474.55,479.3525,1.0,1.0,1.0,8.4,8.200000000000001,8.600000000000001,3.9651272289103523,3.8766975483332002,4.058737233372434,4.45270858899889,4.37776387009149,4.525365375594745,480.5,478.4,482.45125,500.0,500.0,500.0,409.5,389.95,427.70125,121.55,118.4975,124.25,88.05,83.69874999999999,92.35,26.26077144201009,26.00796555661245,26.485063496613037,26.213806756198316,25.960631394021593,26.462522541112723
3.530000000000001,0.04271593092316918,0.04108631624997014,0.044573831174858615,17.15,15.14875,19.349999999999998,482.8,480.55,485.30125000000004,1.0,1.0,1.0,8.6,8.399999999999999,8.85,4.052216891501539,3.979686821257064,4.12706597789727,4.482172637945022,4.351852420270655,4.610564482510716,484.65,482.84999999999997,486.49999999999994,500.0,500.0,500.0,426.25,408.4475,443.655,119.8,117.64999999999999,122.05125,92.5,87.74875,98.10125,26.446138583638582,26.219835699023193,26.690385912698407,26.48524146578011,26.247674001971088,26.72061273694519
3.7750000000000012,0.041595787158020966,0.040262977020232994,0.04293101313248662,13.3,11.798750000000002,14.85125,487.0,485.25,488.85125,1.0,1.0,1.0,8.7,8.499999999999998,8.899999999999999,4.134002567636857,4.068344463916366,4.198464525376398,4.597792432086656,4.491630326443693,4.691509675862528,488.25,486.8,489.55125000000004,499.95,499.9,500.04999999999995,437.4,423.2987499999999,453.0537499999999,118.25,116.44875,120.0,93.15,88.70000000000002,97.55000000000001,26.429000305250305,26.045902396214895,26.92787555326618,26.595555525345485,26.413786111734133,26.82741238841132
4.020000000000001,0.041162367717316975,0.0399715054781446,0.04243314468556844,10.25,8.59875,11.851249999999999,490.25,488.25,492.3,1.0,1.0,1.0,8.55,8.350000000000001,8.750000000000002,4.323444605481372,4.218074085987199,4.42056722998355,4.8740800094236745,4.727708809423825,5.01709226614948,491.15,489.64874999999995,492.69999999999993,500.0,500.0,500.0,427.25,409.6975,448.05,113.95,111.15,116.85125000000001,86.4,81.65,90.95125000000002,26.436742424242425,26.147651515151516,26.73267992424243,26.41581257512741,26.17110934347754,26.664072528986303
4.2650000000000015,0.04077597157909203,0.039521473420518476,0.04202927153152635,7.75,6.699999999999999,8.851249999999999,493.0,491.85,494.05125000000004,1.0,1.0,1.0,8.65,8.450000000000001,8.850000000000001,4.409766213692388,4.2972925781001665,4.520376219090447,4.93101493034358,4.759951498578834,5.099244243795213,493.5,492.4,494.55,500.0,500.0,500.0,433.2,416.94124999999997,449.705,112.25,109.4975,115.00125,87.35,82.6,92.69999999999999,26.58138888888889,26.381340277777777,26.77947916666666,26.54294944694139,26.311149584356578,26.76792066644815
4.510000000000002,0.040140165989979944,0.03889755424990617,0.04143513430264259,5.7,4.598750000000002,6.651249999999999,495.1,494.05000000000007,496.20000000000005,1.0,1.0,1.0,8.7,8.499999999999998,8.899999999999999,4.4121841495598035,4.332344520394401,4.493391071949489,4.970908668256776,4.7872038712882405,5.146001666783408,495.35,494.25000000000006,496.50000000000006,499.95,499.9,500.04999999999995,436.35,419.345,454.55375000000004,112.5,110.25,114.75125,87.85,82.3475,93.60125,26.34063492063492,25.998650793650786,26.76511904761905,26.593627888280917,26.365601353003857,26.82792090277948
4.755000000000002,0.040397260899594375,0.03922443720150965,0.041481142899282154,4.35,3.549999999999999,5.1,496.65,495.9,497.35125,1.0,1.0,1.0,8.5,8.3,8.75,4.402094383683202,4.315165215813776,4.490677696863095,5.019019840903021,4.856673302677502,5.162409981697977,496.65,495.89874999999995,497.44999999999993,500.0,500.0,500.0,421.9,402.89874999999995,441.50124999999997,113.05,110.94999999999999,115.35,84.15,78.69750000000002,89.4,26.40333333333333,26.10666666666666,26.67174999999999,26.364328091769504,26.124464177048377,26.609413200126433
