λ,gini,gini_lowCI,gini_highCI,number_components,number_components_lowCI,number_components_highCI,size_largest_component,size_largest_component_lowCI,size_largest_component_highCI,time_to_stage2,time_to_stage2_lowCI,time_to_stage2_highCI,time_to_stage3,time_to_stage3_lowCI,time_to_stage3_highCI,average_proto_size_pre,average_proto_size_pre_lowCI,average_proto_size_pre_highCI,average_proto_size_post,average_proto_size_post_lowCI,average_proto_size_post_highCI,num_agents_in_proto,num_agents_in_proto_lowCI,num_agents_in_proto_highCI,num_living_agents_pre,num_living_agents_pre_lowCI,num_living_agents_pre_highCI,num_living_agents_post,num_living_agents_post_lowCI,num_living_agents_post_highCI,num_protos_pre,num_protos_pre_lowCI,num_protos_pre_highCI,num_protos_post,num_protos_post_lowCI,num_protos_post_highCI,avg_lifespan_isos,avg_lifespan_isos_lowCI,avg_lifespan_isos_highCI,avg_lifespan_nonisos,avg_lifespan_nonisos_lowCI,avg_lifespan_nonisos_highCI
0.1,0.08504549309803355,0.08249882316033195,0.08748398222813891,474.2,471.84999999999997,476.7,3.45,3.1000000000000005,3.8000000000000003,1.15,0.8499999999999999,1.2999999999999998,7.75,7.4,8.05,2.108478336560536,2.075448850152459,2.1396034726578645,2.2885408378171532,2.189038777195026,2.3781472662936474,48.75,44.2475,53.45,500.0,500.0,500.0,409.2,391.44874999999996,426.05999999999995,23.1,21.048750000000005,25.250000000000004,13.7,11.25,15.901249999999997,25.372770974187443,24.948242014647303,25.793079147744017,25.11248197929896,24.656885130296196,25.535273869555635
0.34500000000000003,0.0772378478778171,0.07588499266442712,0.07856761727083066,413.5,407.9,419.65,6.35,5.699999999999999,7.049999999999999,1.0,1.0,1.0,8.1,7.899999999999999,8.299999999999999,2.316015455755423,2.273752623211755,2.355782707605859,2.5525083636332817,2.4743335839533787,2.6328751135579993,146.6,137.44875,154.80124999999998,499.95,499.9,500.04999999999995,415.6,403.19875,428.40000000000003,63.2,59.9975,66.2025,40.8,36.849999999999994,45.199999999999996,25.858262932977812,25.630170786433613,26.10042998853049,25.688609072255094,25.42316901151095,25.94375062732744
0.5900000000000001,0.06947172894213142,0.06766939423681796,0.07150951581545864,354.45,346.24125,362.5025,11.0,9.7,12.201249999999998,1.0,1.0,1.0,8.45,8.149999999999999,8.749999999999998,2.5202010510011394,2.4698460006874203,2.5630070561829674,2.7857184654337113,2.7021231195825774,2.86862127821733,222.35,213.5925,231.45,500.0,500.0,500.0,415.45,398.24875,431.15125,88.2,85.15,91.15125,59.2,53.2475,64.55000000000001,26.28475644818074,25.95559267663089,26.59734261479866,26.10190143726652,25.70641147559898,26.456480385887136
0.8350000000000001,0.06539826474611335,0.0641470559850354,0.06663523346754661,293.2,285.99875,300.85875,31.0,23.89875,38.25125,1.0,1.0,1.0,8.4,8.200000000000001,8.600000000000001,2.735941033155877,2.6894914253137503,2.7808292634585827,3.051464352970293,2.9848224610329264,3.1161740234354167,280.5,273.9,287.0525,500.0,500.0,500.0,415.75,400.54875,430.80125000000004,102.65,100.05000000000001,105.80000000000001,71.65,68.29875000000001,75.1025,26.2067100471113,25.96331422881699,26.45633591960487,26.14608906976746,25.891645528462924,26.412303275424822
1.08,0.06183981060106064,0.060271180642645736,0.06329760301071682,235.0,227.84875,241.85,84.3,64.99625,102.30624999999999,1.0,1.0,1.0,8.45,8.2,8.649999999999999,2.8612278115719265,2.8123293295278162,2.913427377908759,3.156982169358738,3.0750566298872046,3.2415949490491696,327.6,322.44875,333.15125000000006,500.0,500.0,500.0,406.05,389.49375,423.1025,114.65,112.19875000000002,117.30000000000001,79.6,74.34875,84.85,26.268263153280493,26.0099736813848,26.511276129466086,26.195989015164855,25.938098515315428,26.45755581634034
1.3250000000000002,0.057972693100894535,0.05648863862280767,0.059531963938977125,179.7,172.24874999999997,186.35374999999996,206.15,180.64375,231.95250000000001,1.0,1.0,1.0,8.55,8.3,8.8,2.988093037694553,2.939146972050335,3.040972473384736,3.330783528463402,3.230284438996585,3.42467058874157,365.65,359.7487499999999,371.34999999999997,500.0,500.0,500.0,409.7,390.69624999999996,428.30625,122.55,119.74875,125.39999999999999,87.1,80.19999999999999,94.60125,26.41303245996117,26.081314770468794,26.706056973426826,26.3336034489591,25.996699277013448,26.644112462460974
1.5700000000000003,0.05471665572136929,0.053695805833851196,0.05581967357216156,133.9,128.89875,139.50125,315.15,305.8425,324.30125,1.0,1.0,1.0,8.4,8.200000000000001,8.600000000000001,3.1795957739199983,3.1260406678803547,3.2290672572385595,3.534799787964365,3.4701756191993707,3.6001654424396246,395.5,391.34875,400.10125,499.95,499.9,500.04999999999995,406.4,389.94749999999993,422.40374999999995,124.55,122.29875,126.90249999999999,88.25,84.19500000000001,92.30499999999999,26.228117809859707,25.97448530602932,26.47946707951323,26.173072999767793,25.935558314385066,26.41682641518955
1.8150000000000004,0.050927483766226446,0.049874058916262204,0.05200609474850577,103.15,98.14875,107.8525,366.0,357.39875,374.90125,1.0,1.0,1.0,8.75,8.6,8.95,3.313055228608165,3.2516504627440015,3.370713010191917,3.6353141965603166,3.521880754704328,3.7468196537455696,417.3,413.14875,421.55125000000004,499.95,499.9,500.04999999999995,431.7,418.84874999999994,448.76,126.15,123.99875,128.45000000000002,98.5,92.89750000000001,104.95,26.615216746162815,26.408792950943525,26.871601184539415,26.611411778998807,26.401730032713324,26.840620989802588
2.0600000000000005,0.04923694423974454,0.048067800919604574,0.050575742399260847,78.6,75.04874999999998,82.50124999999998,404.9,399.7487499999999,410.55125,1.0,1.0,1.0,8.5,8.3,8.7,3.5259421521289256,3.456496818086591,3.5946777621078874,3.9226902033676696,3.811144049861576,4.021323538066136,433.95,430.65,436.90125,500.0,500.0,500.0,418.1,401.44250000000005,435.3525,123.3,120.85,125.50125,91.85,86.49874999999999,97.74999999999999,26.373118796828084,26.12772209976203,26.601837910765315,26.33209541290399,26.092999806577804,26.57701374449541
2.3050000000000006,0.04902991678199241,0.04713972780254654,0.05062494206481907,58.6,55.2,62.2,431.65,427.4,435.75124999999997,1.0,1.0,1.0,8.45,8.2,8.7,3.55067501065219,3.4817160664347404,3.6149429196895038,4.028259854991889,3.9115113166608015,4.133684392594328,449.8,447.1,452.70000000000005,499.95,499.9,500.04999999999995,405.8,385.9925,426.55,126.9,124.64875,129.35125,90.1,83.645,96.30124999999998,26.264185191287993,25.949968747527763,26.548543805867094,26.262374992023588,25.96346690009204,26.563367498251907
