Side,Capacity,RegRate,Adensity,MtblRate,VsnRng,InitSgLvl,Birthrate,InbndRt,OtbndRt,Threshold,prd_1,prd_2,prd_3,prd_4,prd_5,prd_6,prd_7,prd_8,prd_9,prd_10,prd_11,prd_12,prd_13,prd_14,prd_15,prd_16,prd_17,prd_18,prd_19,prd_20,prd_21,prd_22,prd_23,prd_24,prd_25,prd_26,prd_27,prd_28,prd_29,prd_30,prd_31,prd_32,prd_33,prd_34,prd_35,prd_36,prd_37,prd_38,prd_39,prd_40,prd_41,prd_42,prd_43,prd_44,prd_45,prd_46,prd_47,prd_48,prd_49,prd_50,prd_51,prd_52,prd_53,prd_54,prd_55,prd_56,prd_57,prd_58,prd_59,prd_60,prd_61,prd_62,prd_63,prd_64,prd_65,prd_66,prd_67,prd_68,prd_69,prd_70,prd_71,prd_72,prd_73,prd_74,prd_75,prd_76,prd_77,prd_78,prd_79,prd_80,prd_81,prd_82,prd_83,prd_84,prd_85,prd_86,prd_87,prd_88,prd_89,prd_90,prd_91,prd_92,prd_93,prd_94,prd_95,prd_96,prd_97,prd_98,prd_99,prd_100
20,2,3,0.18,5,3,4,0.1,0.4,0.29,4,0.5129762321894629,0.7353097898137406,0.6803886956418579,0.7934993894286634,0.7318919857920503,0.7201479165666022,0.8329044264625954,0.7871550702157313,0.741227278833574,0.8480451855157822,0.7894246999067087,0.7026617356861522,0.8315626191697484,0.7666526017856395,0.6807731109747379,0.8198500871390308,0.7596498386287982,0.6575469481954086,0.8136741621932929,0.7549938170566631,0.6063467265764987,0.7764089946319516,0.7606064420913563,0.5502944513983965,0.776824963214117,0.7941330108641314,0.709872452178352,0.8015671930778443,0.8015671930778443,0.6854443964686636,0.8015671930778443,0.8015671930778443,0.6854443964686636,0.8015671930778443,0.8015671930778443,0.6854443964686636,0.8015671930778443,0.7732196492318221,0.6405078816784727,0.7732196492318221,0.7732196492318221,0.6405078816784727,0.7732196492318221,0.7732196492318221,0.6405078816784727,0.7732196492318221,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.7354229241037924,0.7354229241037924,0.5805925286248849,0.6825075089245509,0.6825075089245509,0.5,0.6666666666666666
19,6,2,0.25,3,2,4,0.07,0.37,0.2,5,0.44100059728873914,0.4156875890366279,0.5059469598446715,0.4662884557088708,0.39867508471741014,0.48328891533702106,0.5098787689871184,0.5603006810578931,0.63758632125911,0.5577868645047511,0.5665006593885727,0.6111778861423706,0.6576786089334277,0.572778195994415,0.4875505784447643,0.5708275406947848,0.5844135824315839,0.6059191265394042,0.5663437856395086,0.5526315789473684,0.6153846153846154,0.65,0.4749999999999999,0.5092592592592592,0.5833333333333334,0.5657894736842106,0.5075757575757575,0.4646464646464646,0.5666666666666668,0.6222222222222222,0.5666666666666668,0.4,0.8,0.8,0.35,0.5,0.75,0.75,0.5,0.375,0.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,4,5,0.16,1,3,4,0.02,0.19,0.39,3,0.45512820512820523,0.35341880341880344,0.34662288930581625,0.48821339950372217,0.45512820512820523,0.5815018315018315,0.5263313609467455,0.5328402366863906,0.48821339950372217,0.45512820512820523,0.5815018315018315,0.5170437405731523,0.540796963946869,0.48533333333333334,0.4627027027027026,0.5666666666666668,0.5260454878943506,0.5593810444874275,0.4785714285714287,0.4557213930348259,0.5392953929539296,0.535885167464115,0.6102418207681366,0.47357293868921774,0.44363636363636366,0.5352449223416966,0.4886877828054298,0.6568421052631578,0.44642857142857134,0.4821428571428571,0.5197368421052632,0.5101214574898786,0.5784313725490196,0.43627450980392163,0.4961636828644501,0.46703296703296715,0.5384615384615384,0.6666666666666666,0.45454545454545453,0.42780748663101614,0.41999999999999993,0.55,0.7,0.39999999999999997,0.3968253968253968,0.4444444444444444,0.5656565656565657,0.6666666666666666,0.39999999999999997,0.3968253968253968,0.4444444444444444,0.5656565656565657,0.6666666666666666,0.32499999999999996,0.4204545454545454,0.45833333333333326,0.575,0.5714285714285714,0.35714285714285715,0.4761904761904763,0.5142857142857142,0.5142857142857142,0.5714285714285714,0.35714285714285715,0.4761904761904763,0.5142857142857142,0.5142857142857142,0.4,0.25,0.75,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,6,5,0.26,5,1,4,0.02,0.23,0.08,3,0.5313345939702588,0.3669648890956689,0.45023605073856,0.5528646519889479,0.4280739604449524,0.5305004130207651,0.4249942382088893,0.3386175750196675,0.6177153890953031,0.4460464508765192,0.42715847456967665,0.6281472349423936,0.3501460214294535,0.44775459620235275,0.4739986410954913,0.30780633562727644,0.25,0.5,0.6666666666666666,0.5,0.5555555555555557,0.3333333333333333,0.19047619047619038,0.44444444444444436,0.5333333333333332,0.5,0.6666666666666666,0.37037037037037024,0.25,0.5,0.44444444444444436,0.2666666666666666,0.6666666666666666,0.5,0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,2,3,0.19,4,3,3,0.12,0.12,0.09,4,0.49104440280120965,0.5984945535951762,0.5984945535951762,0.6389427819881277,0.6603060778193519,0.6018768957162581,0.6559647380724549,0.6878502444627045,0.6208417356049026,0.6875296268998085,0.6979972961584952,0.6425552592445306,0.652739989409004,0.6836336955706787,0.5793548353080411,0.6148181956626616,0.6550353832820135,0.5892771318235427,0.6177344552708448,0.7178328705541756,0.5946555816170606,0.6294324549483805,0.7288027542695334,0.5406096591660019,0.6047279519449394,0.7159202390782423,0.5318873775095261,0.6127702153834598,0.6922469256680962,0.5318873775095261,0.6127702153834598,0.6922469256680962,0.5318873775095261,0.6127702153834598,0.6922469256680962,0.5318873775095261,0.577567507691047,0.6642693734561049,0.4893316845558463,0.577567507691047,0.6642693734561049,0.4382648530114313,0.6914937054370571,0.6914937054370571,0.4836936205112797,0.6914937054370571,0.6914937054370571,0.46505842373416373,0.7102901481860557,0.6689030264983492,0.6137201975814074,0.8,0.75,0.3333333333333333,0.6666666666666666,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,6,2,0.21,3,2,2,0.18,0.11,0.24,4,0.5264778199219277,0.46287107750120965,0.39686241125470595,0.3589265204996212,0.43004357226835477,0.4313848235011658,0.48570805918934956,0.730562198787023,0.5447456932689868,0.3638320005410569,0.5375902733442536,0.7877790351020099,0.5046408374655025,0.36104199037317486,0.5136071168209927,0.7876793099817181,0.5637182767802231,0.2996560887856251,0.5292725864465175,0.902284946099061,0.658094979643048,0.31644449780366163,0.5247398955060741,0.875,0.5831261189739012,0.3111909522233649,0.4452833764931938,0.8333333333333334,0.5772195039417205,0.16281015622659223,0.36418710126598963,0.75,0.6995977929027821,0.30279071517356826,0.4798066294933747,0.75,0.37541980997903374,0.18872709474314261,0.5,NaN,0.5,0.16666666666666674,0.5,NaN,0.5,0.16666666666666674,0.5,NaN,0.5,0.16666666666666674,0.5,NaN,0.5,0.16666666666666674,0.5,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,4,5,0.2,1,3,3,0.18,0.36,0.05,3,0.4444444444444444,0.5,0.4,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.4,0.2222222222222222,0.4444444444444444,0.6590909090909091,0.6818181818181818,0.3301721109940289,0.22176022176022167,0.46886446886446886,0.7058823529411765,0.6666666666666666,0.4120879120879121,0.22633136094674564,0.452662721893491,0.6086956521739131,0.7272727272727273,0.38277511961722493,0.2160664819944598,0.4321329639889196,0.6666666666666666,0.6153846153846154,0.46875,0.2430555555555555,0.486111111111111,0.5,0.6666666666666666,0.5416666666666667,0.2279411764705883,0.4305555555555556,0.5,0.625,0.5416666666666667,0.2279411764705883,0.4305555555555556,0.5,0.625,0.5416666666666667,0.2279411764705883,0.4305555555555556,0.5,0.625,0.388888888888889,0.2575757575757575,0.5666666666666668,0.6666666666666666,0.4,0.4,0.2666666666666666,0.6,0.5,0.5,0.0,0.0,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,5,5,0.24,5,2,2,0.2,0.26,0.38,3,0.47179881168902715,0.399662466160102,0.3508515054353693,0.33215684189901434,0.3776995310793816,0.44516775918208373,0.6581021025478598,0.5930104785357334,0.37325826744663637,0.3353792234416453,0.2686227461861875,0.44392896860396797,0.5507678458910322,0.5157026264731983,0.3253586353524643,0.5144341620035296,0.35357232429840046,0.5024168294820612,0.3121702080718043,0.21798920532589805,0.07218537393956148,0.3162915686907122,0.0883887582542829,0.0883887582542829,0.10649722086865254,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,3,2,0.31,4,2,1,0.05,0.28,0.26,2,0.4322427284647002,0.47889719351606785,0.4784681101920331,0.6742170589394868,0.6829426733498024,0.5724443776946206,0.43473563292612755,0.7024881536859913,0.7289949445447504,0.39616639211649696,0.42638915546696055,0.8560121874109846,0.7577477297449786,0.30117802044770287,0.18819523987623527,0.8061398938905876,0.7760780452542079,0.21401803716124768,0.2180605424489695,0.7486829179479038,0.7769503797901113,0.2088169898107905,0.2402792903043201,0.7387351416191678,0.6252284747801328,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,5,2,0.38,2,3,1,0.08,0.35,0.12,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
