Side,Capacity,RegRate,Adensity,MtblRate,VsnRng,InitSgLvl,Birthrate,InbndRt,OtbndRt,Threshold,prd_1,prd_2,prd_3,prd_4,prd_5,prd_6,prd_7,prd_8,prd_9,prd_10,prd_11,prd_12,prd_13,prd_14,prd_15,prd_16,prd_17,prd_18,prd_19,prd_20,prd_21,prd_22,prd_23,prd_24,prd_25,prd_26,prd_27,prd_28,prd_29,prd_30,prd_31,prd_32,prd_33,prd_34,prd_35,prd_36,prd_37,prd_38,prd_39,prd_40,prd_41,prd_42,prd_43,prd_44,prd_45,prd_46,prd_47,prd_48,prd_49,prd_50,prd_51,prd_52,prd_53,prd_54,prd_55,prd_56,prd_57,prd_58,prd_59,prd_60,prd_61,prd_62,prd_63,prd_64,prd_65,prd_66,prd_67,prd_68,prd_69,prd_70,prd_71,prd_72,prd_73,prd_74,prd_75,prd_76,prd_77,prd_78,prd_79,prd_80,prd_81,prd_82,prd_83,prd_84,prd_85,prd_86,prd_87,prd_88,prd_89,prd_90,prd_91,prd_92,prd_93,prd_94,prd_95,prd_96,prd_97,prd_98,prd_99,prd_100
20,2,3,0.18,5,3,4,0.1,0.4,0.29,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,6,2,0.25,3,2,4,0.07,0.37,0.2,5,0.4271082037373111,0.4372932230868666,0.45891320902572785,0.5151413607594312,0.4475432675799305,0.4653061032484658,0.47441266010874883,0.594353402660377,0.6766593514170026,0.4902426675237446,0.5325957922574585,0.6438889331104297,0.6221728958639561,0.48970534575776253,0.6246141006943883,0.6611145164672341,0.6827054208459827,0.6211174038885068,0.5279673451298093,0.6681423512782149,0.7640116153418584,0.5826154661117752,0.5474668426521115,0.681645507662004,0.6629187214831583,0.6154639405013608,0.6824166230292835,0.43964574643695825,0.5331042558784297,0.7118349775452755,0.5,0.4812391722846605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,4,5,0.16,1,3,4,0.02,0.19,0.39,3,0.41280295047418336,0.4835562987736902,0.4002262443438914,0.3590497737556561,0.41280295047418336,0.6334498834498834,0.677257525083612,0.49461538461538457,0.3590497737556561,0.41280295047418336,0.6262626262626262,0.6885544915640676,0.5012087026591459,0.35807656395891685,0.40128928283642223,0.6187878787878788,0.6938775510204082,0.5073529411764707,0.35297326786688493,0.3994919021911718,0.6133333333333332,0.6389610389610391,0.5158371040723982,0.40595611285266453,0.5202020202020201,0.6739926739926739,0.5346153846153847,0.46034482758620693,0.36324786324786335,0.5388888888888889,0.6666666666666666,0.5846153846153848,0.5158371040723982,0.41295546558704455,0.46153846153846156,0.6153846153846154,0.5846153846153848,0.5158371040723982,0.3062200956937799,0.5,0.690909090909091,0.6013986013986016,0.42780748663101614,0.3062200956937799,0.5,0.690909090909091,0.6013986013986016,0.42780748663101614,0.3062200956937799,0.5,0.690909090909091,0.6013986013986016,0.42780748663101614,0.3062200956937799,0.5,0.690909090909091,0.6013986013986016,0.42780748663101614,0.3062200956937799,0.5,0.690909090909091,0.6013986013986016,0.42780748663101614,0.23684210526315788,0.5,0.625,0.6,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,6,5,0.26,5,1,4,0.02,0.23,0.08,3,0.43117690900498107,0.38984099394159943,0.40472476352079845,0.4929021708867338,0.5310274515954311,0.4454176250717926,0.38579299682415213,0.507011555524886,0.6030094213657085,0.4712772349263602,0.4187250279239658,0.45445335171705875,0.5030838788399095,0.3338296012821971,0.4460545990000886,0.8018057479429126,0.5277738424772708,0.35171935741599036,0.2708333333333333,0.47272727272727266,0.4571428571428573,0.31111111111111106,0.4800000000000001,0.6222222222222221,0.4615384615384617,0.3384615384615385,0.18181818181818182,0.36363636363636365,0.4444444444444443,0.72,0.5833333333333333,0.375,0.36111111111111116,0.20833333333333326,0.3500000000000001,0.5555555555555557,0.5,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,2,3,0.19,4,3,3,0.12,0.12,0.09,4,0.4782623574368443,0.5771699309213446,0.657489494926342,0.6743506447823009,0.6559432269011521,0.6757804317069838,0.6839074364375253,0.6687113584232646,0.6841759133046736,0.6669491449394741,0.6569609739803908,0.691811184542496,0.6674218442525681,0.6624221719920561,0.6350161666731665,0.6362910771236234,0.720368405452471,0.7055807547114926,0.6799790812081442,0.759754837056217,0.67310236173478,0.6754166496579522,0.7693071807339645,0.6754166496579522,0.6754166496579522,0.7571654534041736,0.7083638463239526,0.6393518329532802,0.7116339759174559,0.6536820675096939,0.5942708120724403,0.6924095743119529,0.6450879703599457,0.6450879703599457,0.6450879703599457,0.6450879703599457,0.6450879703599457,0.6155119678899412,0.6890298471452191,0.6155119678899412,0.6155119678899412,0.6890298471452191,0.6155119678899412,0.6155119678899412,0.6890298471452191,0.6155119678899412,0.6155119678899412,0.6890298471452191,0.6155119678899412,0.5805585104253901,0.70450798327707,0.6297599770262641,0.6920519814337526,0.7212308287165455,0.5768685451728734,0.6920519814337526,0.7212308287165455,0.5768685451728734,0.6920519814337526,0.8333333333333334,0.6002941286927378,0.8,NaN,0.3333333333333333,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,6,2,0.21,3,2,2,0.18,0.11,0.24,4,0.5417903007608194,0.452543002090549,0.4163130606834312,0.40899621871767455,0.49736512416747997,0.4293069763395028,0.4485058420045187,0.7799236561151188,0.579139742625448,0.35424941576779434,0.5366662401897551,0.7759616834141543,0.5159629929463639,0.3473695918190507,0.5434684921068126,0.7760195003526579,0.5226975855912466,0.38402489892633085,0.4833540971992048,0.7509504107661675,0.43425731271203916,0.3436529924743179,0.5154548489841384,0.6954799028878139,0.45039016138124816,0.26315216866155594,0.4768032975662785,0.6954799028878139,0.28941661794435003,0.3809027152780902,0.5173499028009662,0.6581315453989923,0.322997546800001,0.3125,0.6666666666666666,NaN,0.3333333333333333,0.3333333333333333,0.6666666666666666,NaN,0.3333333333333333,0.3333333333333333,0.6666666666666666,NaN,0.3333333333333333,0.3333333333333333,0.6666666666666666,NaN,0.3333333333333333,0.3333333333333333,0.6666666666666666,NaN,0.3333333333333333,0.3333333333333333,0.6666666666666666,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,NaN,NaN
15,4,5,0.2,1,3,3,0.18,0.36,0.05,3,0.490956072351421,0.4273015873015873,0.41932367149758437,0.23989898989898992,0.490956072351421,0.6444444444444445,0.6,0.41932367149758437,0.23989898989898992,0.490956072351421,0.6363636363636364,0.6046511627906976,0.43386627906976744,0.23912448700410394,0.48394241417497236,0.6097560975609756,0.5945945945945946,0.38306451612903225,0.25466893039049227,0.5583126550868486,0.47368421052631576,0.8,0.5909090909090909,0.19636363636363638,0.3506493506493507,0.3333333333333333,0.8888888888888888,0.65625,0.13749999999999996,0.22916666666666674,0.2857142857142857,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.6,0.09230769230769234,0.15,0.4,NaN,0.5,0.10000000000000009,0.16666666666666674,0.5,NaN,0.3333333333333333,0.09523809523809519,0.16666666666666666,0.6666666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,5,5,0.24,5,2,2,0.2,0.26,0.38,3,0.4719435129862017,0.46780047695751736,0.4353632062847755,0.4107731318281183,0.3422925525642391,0.33927065481919927,0.412791182574717,0.47326235347477796,0.49871874601055677,0.4294478601238779,0.3380652512584144,0.4459627956514248,0.47097806168843415,0.6148585255697573,0.5133055868504759,0.456460424776144,0.46864643066186723,0.3977961991952821,0.5622027038326696,0.5,0.4722222222222223,0.45,0.25,0.44999999999999996,0.6666666666666666,0.5,0.5,0.5,0.16666666666666674,0.25,0.5,0.5,0.5,0.5,0.16666666666666674,0.25,0.5,0.5,0.5,0.5,0.16666666666666674,0.25,0.5,0.5,0.5,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,3,2,0.31,4,2,1,0.05,0.28,0.26,2,0.43066850498197523,0.4538179808532042,0.4567001351367509,0.6703725448246332,0.694218908850178,0.45630221928375175,0.38367350405141365,0.8309013620267939,0.7861962776666825,0.48312952176338175,0.4845890165775284,0.8438449541169372,0.8096316520105147,0.47544323998755694,0.4402848667347792,0.9090909090909091,0.875,0.675,0.625,0.875,0.875,0.675,0.625,0.875,0.875,0.675,0.625,0.875,0.8571428571428571,0.761904761904762,0.7142857142857143,0.8571428571428571,0.8333333333333334,0.7222222222222223,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.7222222222222223,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666667,0.6,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,5,2,0.38,2,3,1,0.08,0.35,0.12,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
